/db1/myserver/mariadb/bin/mariadbd, Version: 10.11.6-MariaDB-log (MariaDB Server). started with:
Tcp port xxx  Unix socket: /db1/myserver/mariadb/mysql.sock
Time		    Id Command	Argument
		   110 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='signup_audit_log' order by ordinal_position
		   110 Query	SELECT /*!40001 SQL_NO_CACHE */ `id`, `username`, `status`, `reason`, `ip_address`, `user_agent`, `status_code`, `timestamp`, `created_by` FROM `signup_audit_log`
		   110 Query	SET SESSION character_set_results = 'binary'
		   110 Init DB	dbmanager_audit_db
		   110 Query	select @@collation_database
		   110 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'signup_audit_log'
		   110 Query	SET SESSION character_set_results = 'utf8mb4'
		   110 Query	UNLOCK TABLES
		   110 Init DB	dbmanager_user_data
		   110 Query	SHOW CREATE DATABASE IF NOT EXISTS `dbmanager_user_data`
		   110 Query	SHOW FULL TABLES
		   110 Query	LOCK TABLES `testadmin1_db1_table1` READ /*!32311 LOCAL */,`testadmin2_db2_table2` READ /*!32311 LOCAL */
		   110 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'testadmin1_db1_table1'
		   110 Query	SET SQL_QUOTE_SHOW_CREATE=1
		   110 Query	SET SESSION character_set_results = 'binary'
		   110 Query	show create table `testadmin1_db1_table1`
		   110 Query	SET SESSION character_set_results = 'utf8mb4'
		   110 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='testadmin1_db1_table1' order by ordinal_position
		   110 Query	SELECT /*!40001 SQL_NO_CACHE */ `id`, `name` FROM `testadmin1_db1_table1`
		   110 Query	SET SESSION character_set_results = 'binary'
		   110 Init DB	dbmanager_user_data
		   110 Query	select @@collation_database
		   110 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'testadmin1_db1_table1'
		   110 Query	SET SESSION character_set_results = 'utf8mb4'
		   110 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'testadmin2_db2_table2'
		   110 Query	SET SQL_QUOTE_SHOW_CREATE=1
		   110 Query	SET SESSION character_set_results = 'binary'
		   110 Query	show create table `testadmin2_db2_table2`
		   110 Query	SET SESSION character_set_results = 'utf8mb4'
		   110 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='testadmin2_db2_table2' order by ordinal_position
		   110 Query	SELECT /*!40001 SQL_NO_CACHE */ `id`, `name` FROM `testadmin2_db2_table2`
		   110 Query	SET SESSION character_set_results = 'binary'
		   110 Init DB	dbmanager_user_data
		   110 Query	select @@collation_database
		   110 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'testadmin2_db2_table2'
		   110 Query	SET SESSION character_set_results = 'utf8mb4'
		   110 Query	UNLOCK TABLES
		   110 Init DB	dbmanager_user_db
		   110 Query	SHOW CREATE DATABASE IF NOT EXISTS `dbmanager_user_db`
		   110 Query	SHOW FULL TABLES
		   110 Query	LOCK TABLES `user_details` READ /*!32311 LOCAL */
		   110 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'user_details'
		   110 Query	SET SQL_QUOTE_SHOW_CREATE=1
		   110 Query	SET SESSION character_set_results = 'binary'
		   110 Query	show create table `user_details`
		   110 Query	SET SESSION character_set_results = 'utf8mb4'
		   110 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='user_details' order by ordinal_position
		   110 Query	SELECT /*!40001 SQL_NO_CACHE */ `id`, `username`, `status`, `role`, `created_at`, `last_updated_at`, `created_by`, `last_updated_by`, `deleted_by` FROM `user_details`
		   110 Query	SET SESSION character_set_results = 'binary'
		   110 Init DB	dbmanager_user_db
		   110 Query	select @@collation_database
		   110 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'user_details'
		   110 Query	SET SESSION character_set_results = 'utf8mb4'
		   110 Query	UNLOCK TABLES
		   110 Init DB	dbmanager_user_secret_db
		   110 Query	SHOW CREATE DATABASE IF NOT EXISTS `dbmanager_user_secret_db`
		   110 Query	SHOW FULL TABLES
		   110 Query	LOCK TABLES `user_secret` READ /*!32311 LOCAL */
		   110 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'user_secret'
		   110 Query	SET SQL_QUOTE_SHOW_CREATE=1
		   110 Query	SET SESSION character_set_results = 'binary'
		   110 Query	show create table `user_secret`
		   110 Query	SET SESSION character_set_results = 'utf8mb4'
		   110 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='user_secret' order by ordinal_position
		   110 Query	SELECT /*!40001 SQL_NO_CACHE */ `username`, `password_hash`, `created_at`, `last_updated_at` FROM `user_secret`
		   110 Query	SET SESSION character_set_results = 'binary'
		   110 Init DB	dbmanager_user_secret_db
		   110 Query	select @@collation_database
		   110 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'user_secret'
		   110 Query	SET SESSION character_set_results = 'utf8mb4'
		   110 Query	UNLOCK TABLES
		   110 Init DB	mysql
		   110 Query	SHOW CREATE DATABASE IF NOT EXISTS `mysql`
		   110 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'general_log'
		   110 Query	SET SQL_QUOTE_SHOW_CREATE=1
		   110 Query	SET SESSION character_set_results = 'binary'
		   110 Query	show create table `general_log`
		   110 Quit	
250803  7:xxx:xxx	   111 Connect	root@localhost on  using Socket
		   111 Query	select @@version_comment limit 1
250803  7:xxx:xxx	   111 Query	sho databases
250803  7:xxx:xxx	   111 Query	show databases
250803  7:xxx:xxx	   111 Query	SELECT DATABASE()
		   111 Init DB	dbmanager_audit_db
		   111 Query	show databases
		   111 Query	show tables
		   111 Field List	login_audit_log 
		   111 Field List	session_audit_log 
		   111 Field List	signup_audit_log 
250803  7:xxx:xxx	   111 Query	show tables
250803  7:xxx:xxx	   112 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   112 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   112 Query	SELECT @@session.tx_isolation
		   112 Query	SELECT @@character_set_database, @@sql_mode
		   112 Query	select @@lower_case_table_names
		   113 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   113 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   114 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   114 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   115 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   115 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
250803  7:xxx:xxx	   116 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   116 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   117 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   117 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   118 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   118 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   119 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   119 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   120 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   120 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   121 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   121 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
250803  7:xxx:xxx	   113 Quit	
		   112 Quit	
		   114 Quit	
		   115 Quit	
		   116 Quit	
		   117 Quit	
		   118 Quit	
		   119 Quit	
		   120 Quit	
		   121 Quit	
250803  7:xxx:xxx	   122 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   122 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   122 Query	SELECT @@session.tx_isolation
		   122 Query	SELECT @@character_set_database, @@sql_mode
		   122 Query	select @@lower_case_table_names
		   123 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   123 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   124 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   124 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   125 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   125 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
250803  7:xxx:xxx	   126 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   126 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   127 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   127 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   128 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   128 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   129 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   129 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   130 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   130 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   131 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   131 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
250803  7:xxx:xxx	   122 Query	SELECT us.password_hash, ud.role FROM dbmanager_user_secret_db.user_secret us JOIN dbmanager_user_db.user_details ud ON us.username = ud.username WHERE us.username = 'root' AND ud.status = 'active'
		   123 Query	INSERT INTO dbmanager_audit_db.session_audit_log (username, token_hash, status, ip_address, user_agent, login_time, logout_reason, logout_time, created_by) VALUES ('root', '03c31313115b9f104ee5e26b2bcdef472a5a8558acd6f1ea426079c3ab294540', 'active', '0:0:0:0:0:0:0:1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/xxx.xxx.xxx.xxx Safari/537.36', NOW(), '-', NULL, 'root')
		   123 Query	INSERT INTO dbmanager_audit_db.login_audit_log (username, status, reason, ip_address, user_agent, token_issued, status_code, created_by) VALUES ('root', 'success', 'login success', '0:0:0:0:0:0:0:1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/xxx.xxx.xxx.xxx Safari/537.36', 'eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJyb290Iiwicm9sZSI6InJvb3QiLCJpYXQiOjE3NTQxODY4ODgsImV4cCI6MTc1NDI3MzI4OH0._SonLdHhMamDQzXTLQqDItwKaC2h0OX1pFxVAZxKUsk', 200, 'system')
250803  7:xxx:xxx	   122 Quit	
		   123 Quit	
		   124 Quit	
		   125 Quit	
		   126 Quit	
		   127 Quit	
		   128 Quit	
		   129 Quit	
		   130 Quit	
		   131 Quit	
250803  7:xxx:xxx	   132 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   132 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   132 Query	SELECT @@session.tx_isolation
		   132 Query	SELECT @@character_set_database, @@sql_mode
		   132 Query	select @@lower_case_table_names
		   133 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   133 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   134 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   134 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   135 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   135 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   136 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   136 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   137 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   137 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   138 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   138 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   139 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   139 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   140 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   140 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   141 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   141 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
250803  7:xxx:xxx	   132 Query	SELECT us.password_hash, ud.role FROM dbmanager_user_secret_db.user_secret us JOIN dbmanager_user_db.user_details ud ON us.username = ud.username WHERE us.username = 'root' AND ud.status = 'active'
		   133 Query	INSERT INTO dbmanager_audit_db.session_audit_log (username, token_hash, status, ip_address, user_agent, login_time, logout_reason, logout_time, created_by) VALUES ('root', '744fe0e5486e952a163cf3353afa3072907d788574e07ec93918319e251b9577', 'active', '0:0:0:0:0:0:0:1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/xxx.xxx.xxx.xxx Safari/537.36', NOW(), '-', NULL, 'root')
		   133 Query	INSERT INTO dbmanager_audit_db.login_audit_log (username, status, reason, ip_address, user_agent, token_issued, status_code, created_by) VALUES ('root', 'success', 'login success', '0:0:0:0:0:0:0:1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/xxx.xxx.xxx.xxx Safari/537.36', 'eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJyb290Iiwicm9sZSI6InJvb3QiLCJpYXQiOjE3NTQxODcxMDcsImV4cCI6MTc1NDI3MzUwN30.7DW4XaKescNLPQj8qlAampWPdBjwp2DKyQh_MoVgkIU', 200, 'system')
250803  7:xxx:xxx	   132 Quit	
		   133 Quit	
		   134 Quit	
		   135 Quit	
		   136 Quit	
		   137 Quit	
		   138 Quit	
		   139 Quit	
		   140 Quit	
		   141 Quit	
250803  7:xxx:xxx	   142 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   142 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   142 Query	SELECT @@session.tx_isolation
		   142 Query	SELECT @@character_set_database, @@sql_mode
		   142 Query	select @@lower_case_table_names
		   143 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   143 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   144 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   144 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   145 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
		   145 Query	set sql_mode=CONCAT(@@sql_mode,',STRICT_TRANS_TABLES'),session_track_system_variables = CONCAT(@@global.session_track_system_variables,',tx_isolation'),NAMES utf8mb4
		   146 Connect	app_user@xxx.xxx.xxx.xxx on dbmanager_user_data using TCP/IP
